Source	Target
RBM15	CDHR1
RBM15	NBEA
RBM15	B3GNT8
RBM15	SPATA13
RBM15	ZNF470
RBM15	ATL1
RBM15	CD320
RBM15	SLC26A10
RBM15	IFI27
RBM15	MAP4K1
RBM15	EML1
RBM15	ARMC9
RBM15	CASKIN2
RBM15	CCDC116
RBM15	ARID5B
RBM15	SEMA3F
RBM15	PHYHD1
RBM15	C9orf89
RBM15	ELMO3
RBM15	NRL
RBM15	HLX
RBM15	SHISA4
RBM15	OR2W3
RBM15	PFKFB1
RBM15	RFNG
RBM15	DNAJA4
RBM15	KHDC1L
RBM15	NMUR1
RBM15	ABCC3
RBM15	INTS1
RBM15	GPR4
RBM15	ADAP1
RBM15	FXYD1
RBM15	SLCO4A1
RBM15	FTCD
RBM15	JOSD2
RBM15	LPO
RBM15	RNU11
RBM15	FSIP1
RBM15	FLYWCH2
RBM15	EXOC3L2
RBM15	RBM44
RBM15	ARHGEF16
RBM15	PLEC
RBM15	RALGDS
RBM15	CTAG2
RBM15	C2orf27A
RBM15	HSPA12A
RBM15	KLRC4
RBM15	CFD
RBM15	KHK
RBM15	OCA2
RBM15	TSPAN10
RBM15	ASGR1
RBM15	MAP2K3
RBM15	FAM160A1
RBM15	STAB1
RBM15	DBN1
RBM15	PTGR1
RBM15	LAMA4
RBM15	HOXC13
RBM15	ZNF837
RBM15	SYN2
RBM15	CLEC18A
RBM15	CASKIN1
RBM15	C2orf82
RBM15	PLN
RBM15	ARHGAP8
RBM15	ATP5L2
RBM15	ADCK5
RBM15	SYNGR1
RBM15	PERP
RBM15	DLK1
RBM15	BOP1
RBM15	HYAL2
RBM15	CITED1
RBM15	CIC
RBM15	PBX3
RBM15	PRSS38
RBM15	SLC25A42
RBM15	ABCC13
RBM15	SPAG8
RBM15	CAMK2N2
RBM15	HTR7P1
RBM15	POLD1
RBM15	MAP4K2
RBM15	SCNN1A
RBM15	C19orf47
RBM15	GPD1
RBM15	MRPL24
RBM15	ENO3
RBM15	ANKRD6
RBM15	NPR2
RBM15	CYP19A1
RBM15	C2orf54
RBM15	DOK2
RBM15	ACTL8
RBM15	ZNF880
RBM15	LRRC36
RBM15	FBXO2
RBM15	SCARNA2
RBM15	PPAP2A
RBM15	PPP1R12C
RBM15	FOXH1
RBM15	HSH2D
RBM15	SH2B2
RBM15	MORC4
RBM15	MPG
RBM15	FBXL6
RBM15	CDKL5
RBM15	DCN
RBM15	ETV2
RBM15	SEPT4
RBM15	WISP3
RBM15	GLS2
RBM15	NKD1
RBM15	STK32B
RBM15	RGPD3
RBM15	BDH1
RBM15	ALPL
RBM15	FIGF
RBM15	KCNJ14
RBM15	HRH1
RBM15	XKR9
RBM15	DCAF8L1
RBM15	CEBPA
RBM15	MTSS1L
RBM15	MPV17L2
RBM15	NELL2
RBM15	MS4A2
RBM15	RAC3
RBM15	MPND
RBM15	PKN3
RBM15	LSS
RBM15	TSSC4
RBM15	SLC25A22
RBM15	LRRC43
RBM15	GNG7
RBM15	ABCA13
RBM15	SLC19A1
RBM15	ATP6V1G2
RBM15	AIFM3
RBM15	ROGDI
RBM15	PHLDB3
RBM15	NPAS1
RBM15	GLIS3
RBM15	C3orf20
RBM15	SAC3D1
RBM15	APOE
RBM15	TBC1D25
RBM15	COL9A3
RBM15	DGKQ
RBM15	BCR
RBM15	AKAP13
RBM15	TEX19
RBM15	HES6
RBM15	C21orf2
RBM15	SYNGR2
RBM15	TCEB2
RBM15	FSTL3
RBM15	ZNF382
RBM15	ZBTB3
RBM15	PPP1R16A
RBM15	PLAC1
RBM15	B3GAT3
RBM15	FPGT-TNNI3K
RBM15	GIT1
RBM15	ZGLP1
RBM15	CETP
RBM15	LAGE3
RBM15	EXD3
RBM15	NFKBID
RBM15	ATP6V1C2
RBM15	ASNA1
RBM15	NINJ2
RBM15	HTR1D
RBM15	FARSA
RBM15	TMC8
RBM15	C7orf43
RBM15	NAT14
RBM15	RIC3
RBM15	FOXP4
RBM15	SREBF1
RBM15	ABCC9
RBM15	PDZK1
RBM15	NHLRC4
RBM15	MYEOV2
RBM15	ESRRA
RBM15	RASSF7
RBM15	PARVG
RBM15	BATF
RBM15	HPSE
RBM15	SLC26A11
RBM15	ARID5A
RBM15	GPX3
RBM15	STRC
RBM15	SSNA1
RBM15	IKBKG
RBM15	SSBP4
RBM15	WDR24
RBM15	LRP5
RBM15	RAB3B
RBM15	TSPAN18
RBM15	GALNT4
RBM15	PRSS8
RBM15	CRISP3
RBM15	PTP4A1
RBM15	TMPRSS4
RBM15	PCDHGA3
RBM15	STRA13
RBM15	HIST1H1T
RBM15	APOD
RBM15	EPN1
RBM15	LRP2BP
RBM15	ABCB11
RBM15	FAM198A
RBM15	RNF126
RBM15	ZNF282
RBM15	FAM195A
RBM15	PIN1
RBM15	C20orf27
RBM15	MAP6D1
RBM15	TPRA1
RBM15	RPLP1
RBM15	PRX
RBM15	NOTUM
RBM15	SIGLEC10
RBM15	CPZ
RBM15	FAM73B
RBM15	CDC42EP1
RBM15	F3
RBM15	CES4A
RBM15	KANK3
RBM15	PLA2G6
RBM15	PRKAR1B
RBM15	PCNXL3
RBM15	ARMC5
RBM15	TBL3
RBM15	NRN1L
RBM15	NSUN5P2
RBM15	ISOC2
RBM15	C1orf228
RBM15	PLCD1
RBM15	TSPAN15
RBM15	DNPEP
RBM15	SLC5A12
RBM15	CORO7
RBM15	C8G
RBM15	COMMD4
RBM15	CRLF1
RBM15	ABCA7
RBM15	SUSD3
RBM15	CDK14
RBM15	OR2AG2
RBM15	PRKCE
RBM15	PLXNA3
RBM15	CCDC68
RBM15	ATP5D
RBM15	NTHL1
RBM15	JUP
RBM15	CPSF1
RBM15	TSPAN32
RBM15	PPP1R14B
RBM15	CARD10
RBM15	RFX1
RBM15	AP3B2
RBM15	LMO7
RBM15	ZNF775
RBM15	BCAT2
RBM15	PCYT1B
RBM15	CALML6
RBM15	FAM195B
RBM15	GJC3
RBM15	ABHD8
RBM15	FUT3
RBM15	C1R
RBM15	PQLC1
RBM15	ZNF865
RBM15	ACVR2A
RBM15	G6PD
RBM15	AK1
RBM15	MICALL2
RBM15	CDT1
RBM15	AXIN1
RBM15	FN1
RBM15	MYO5A
RBM15	UNKL
RBM15	RECK
RBM15	FERMT3
RBM15	PLLP
RBM15	NUDT8
RBM15	TIGD6
RBM15	DPP7
RBM15	TSNARE1
RBM15	C19orf24
RBM15	DUSP13
RBM15	ELL
RBM15	H2AFX
RBM15	ZDHHC8
RBM15	DOHH
RBM15	MYO1A
RBM15	JRK
RBM15	FCGR2B
RBM15	MNS1
RBM15	PACS2
RBM15	C19orf45
RBM15	CLDN4
RBM15	PRR5
RBM15	CHPF
RBM15	LOC653712
RBM15	GPR146
RBM15	MAP3K9
RBM15	SYCE1L
RBM15	KCNH2
RBM15	JMJD7
RBM15	IGFBP6
RBM15	C5orf56
RBM15	MRPS26
RBM15	ABCB1
RBM15	JAG1
RBM15	SELV
RBM15	MCAM
RBM15	SPHK1
RBM15	NEURL4
RBM15	B9D1
RBM15	C19orf70
RBM15	MRPL38
RBM15	PKD1
RBM15	LRRC45
RBM15	DHX58
RBM15	LMF2
RBM15	NCS1
RBM15	TSKU
RBM15	CCDC13
RBM15	DPP9
RBM15	ATP5J2-PTCD1
RBM15	SLC2A4
RBM15	RAB38
RBM15	MED16
RBM15	CAB39L
RBM15	PDE2A
RBM15	SSSCA1
RBM15	XAB2
RBM15	AGPAT2
RBM15	SAMD11
RBM15	LIME1
RBM15	CORO1B
RBM15	TTC21A
RBM15	THAP8
RBM15	C17orf70
RBM15	MMP17
RBM15	ARSA
RBM15	EIF3CL
RBM15	MRPL12
RBM15	FBXO36
RBM15	RRP9
RBM15	LHPP
RBM15	SRC
RBM15	E2F4
RBM15	PDLIM7
RBM15	RABGGTA
RBM15	APBA3
RBM15	ICAM5
RBM15	PLSCR3
RBM15	IL15RA
RBM15	ATG4D
RBM15	RPL36
RBM15	CD151
RBM15	DHX37
RBM15	PPP2R2C
RBM15	IL4I1
RBM15	CCL2
RBM15	FAM65B
RBM15	SH3BP4
RBM15	KIAA1683
RBM15	MDFIC
RBM15	HEY2
RBM15	BIN1
RBM15	RGS16
RBM15	ABCA12
RBM15	NCAM1
RBM15	GUCY1A2
RBM15	SV2A
RBM15	PRKAA2
RBM15	STK32A
RBM15	NPR1
RBM15	ISG20
RBM15	KCNH6
RBM15	ZFP42
RBM15	HES7
RBM15	ADIPOQ
RBM15	HEPHL1
RBM15	RP1L1
RBM15	AHNAK2
RBM15	FAT4
RBM15	KIAA1671
RBM15	PEG3
RBM15	EGFL6
RBM15	SHISA9
RBM15	LOC283299
RBM15	DECR2
RBM15	MPZL3
RBM15	PAFAH1B3
RBM15	FDXR
RBM15	NOS3
RBM15	ACAA1
RBM15	SELENBP1
RBM15	KLF1
RBM15	PUF60
RBM15	ZNF385A
RBM15	TNFAIP2
RBM15	PEPD
RBM15	ABCD1
RBM15	VWA5A
RBM15	PWP2
RBM15	GAA
RBM15	CYBA
RBM15	PEX16
RBM15	DUS3L
RBM15	C9orf142
RBM15	PAM16
RBM15	ZNF81
RBM15	TTYH2
RBM15	GPS1
RBM15	SH3GL1
RBM15	PRICKLE1
RBM15	ALDH4A1
RBM15	VCX3A
RBM15	RBPMS2
RBM15	C1orf35
RBM15	ANKRD33
RBM15	C12orf10
RBM15	TBX6
RBM15	PKLR
RBM15	PICK1
RBM15	CSK
RBM15	ALDH16A1
RBM15	HAGHL
RBM15	POLR2E
RBM15	APRT
RBM15	ARAP3
RBM15	AP1M1
RBM15	MAP3K13
RBM15	SLC10A3
RBM15	SNCG
RBM15	SHISA7
RBM15	HUS1B
RBM15	IGFBP4
RBM15	SH3GLB2
RBM15	RUVBL2
RBM15	BLVRB
RBM15	TTLL12
RBM15	GGT1
RBM15	HMGA1
RBM15	H1FX
RBM15	DAPK3
RBM15	CRYBA4
RBM15	DMWD
RBM15	KATNB1
RBM15	MCM5
RBM15	DMRTB1
RBM15	FBXW9
RBM15	ROMO1
RBM15	TSPAN5
RBM15	CYC1
RBM15	MAPK8IP1
RBM15	GCAT
RBM15	MYCT1
RBM15	OGDHL
RBM15	PCSK4
RBM15	CA2
RBM15	CDH12
RBM15	ADRM1
RBM15	NME7
RBM15	EGLN2
RBM15	PSMG3
RBM15	CFP
RBM15	OAZ1
RBM15	LGI4
RBM15	SLC4A2
RBM15	CCDC22
RBM15	DTX4
RBM15	TECR
RBM15	SBNO2
RBM15	ACSS1
RBM15	NUP62
RBM15	FRS3
RBM15	SNTA1
RBM15	TFR2
RBM15	FKBP1A
RBM15	FAM129B
RBM15	HPD
RBM15	CYP4F3
RBM15	KLF16
RBM15	RALGAPA2
RBM15	NPM3
RBM15	SLC22A18
RBM15	LDLR
RBM15	PRDX2
RBM15	SCAMP3
RBM15	DNAL1
RBM15	TMEM115
RBM15	TMEM160
RBM15	EFEMP2
RBM15	GPR137
RBM15	LMNA
RBM15	TBKBP1
RBM15	G6PC3
RBM15	SCYL1
RBM15	SDCBP2
RBM15	SEPP1
RBM15	BRF1
RBM15	DUSP28
RBM15	GATA1
RBM15	SLC27A4
RBM15	SLC22A18AS
RBM15	LRRC25
RBM15	RNF166
RBM15	CDC37
RBM15	ARHGAP33
RBM15	C1orf54
RBM15	SLC13A3
RBM15	STAT5A
RBM15	ENDOG
RBM15	EMP2
RBM15	RGS18
RBM15	ICAM3
RBM15	SLC29A2
RBM15	STMN3
RBM15	RAB40C
RBM15	FCRLB
RBM15	CHTF18
RBM15	ACADS
RBM15	MRPL4
RBM15	DHDH
RBM15	STK16
RBM15	CKB
RBM15	EXOSC5
RBM15	ARVCF
RBM15	N4BP3
RBM15	UPK3BL
RBM15	UBE2H
RBM15	FAM178B
RBM15	MGRN1
RBM15	PNPLA2
RBM15	AKT1S1
RBM15	IL18
RBM15	PITX1
RBM15	HSD11B1L
RBM15	RNH1
RBM15	NACC1
RBM15	RNF123
RBM15	MAD1L1
RBM15	DOT1L
RBM15	TIMM13
RBM15	NOS1AP
RBM15	PRR12
RBM15	BTBD2
RBM15	TSPAN14
RBM15	PPP1R9B
RBM15	ARHGAP4
RBM15	GSDMD
RBM15	OPLAH
RBM15	BRMS1
RBM15	RNF215
RBM15	GDPD5
RBM15	TONSL
RBM15	SNPH
RBM15	FBXL15
RBM15	SYNGR3
RBM15	PIPOX
RBM15	SIRPA
RBM15	MKNK2
RBM15	COL14A1
RBM15	GCHFR
RBM15	HCFC1
RBM15	CLPP
RBM15	NEFH
RBM15	NLRP4
RBM15	LLGL1
RBM15	DMBX1
RBM15	SLC25A1
RBM15	DKKL1
RBM15	HIP1R
RBM15	WDR34
RBM15	ZBTB46
RBM15	ITPK1
RBM15	STUB1
RBM15	CADM4
RBM15	MRPS34
RBM15	AXL
RBM15	CREB5
RBM15	EIF4EBP3
RBM15	REEP1
RBM15	WDR90
RBM15	ASL
RBM15	CBX2
RBM15	CNN2
RBM15	PFKL
RBM15	ADORA2A
RBM15	EPHB6
RBM15	TRAF2
RBM15	SUV420H2
RBM15	PKMYT1
RBM15	LGALS3BP
RBM15	C9orf114
RBM15	PLCB3
RBM15	PIP5K1C
RBM15	SIVA1
RBM15	ADSSL1
RBM15	SLC39A4
RBM15	DGCR6L
RBM15	MAPK12
RBM15	NUDT22
RBM15	TMEM25
RBM15	PFN2
RBM15	COBL
RBM15	SGCB
RBM15	EPHB4
RBM15	ZBTB10
RBM15	CYHR1
RBM15	REXO1
RBM15	IL17RC
RBM15	WDR18
RBM15	SLC7A7
RBM15	PLOD3
RBM15	SELO
RBM15	APOC1
RBM15	FKBP2
RBM15	PLIN5
RBM15	ATXN1
RBM15	PVT1
RBM15	POLRMT
RBM15	BSCL2
RBM15	MED22
RBM15	FBXL19
RBM15	TP53INP1
RBM15	DDX54
RBM15	FAM3A
RBM15	C7orf50
RBM15	GAMT
RBM15	RBM42
RBM15	RPL13AP5
RBM15	GRK6
RBM15	SLC25A39
RBM15	PPAP2B
RBM15	OCEL1
RBM15	SURF2
RBM15	TCF3
RBM15	GRN
RBM15	LSR
RBM15	AIF1
RBM15	TCIRG1
RBM15	PRMT1
RBM15	ITPR3
RBM15	ATP6V0D1
RBM15	CDHR3
RBM15	GNG4
RBM15	TPCN1
RBM15	DYNC1I1
RBM15	CCDC24
RBM15	CLEC4A
RBM15	THOC6
RBM15	KCNN4
RBM15	ARHGAP44
RBM15	ROM1
RBM15	NAPA
RBM15	SUN2
RBM15	FDX1L
RBM15	USF2
RBM15	GCN1L1
RBM15	CHMP1A
RBM15	CELF5
RBM15	DDX49
RBM15	ADAM15
RBM15	TSKS
RBM15	KCTD15
RBM15	PACSIN1
RBM15	ATHL1
RBM15	SLC25A11
RBM15	CARM1
RBM15	UQCR10
RBM15	C1orf56
RBM15	MTRNR2L8
RBM15	SCO2
RBM15	TIMM17B
RBM15	GRIN2D
RBM15	TMED6
RBM15	CLASRP
RBM15	IFI16
RBM15	GNB2
RBM15	FLNC
RBM15	BYSL
RBM15	NUP210
RBM15	GAPDH
RBM15	FCHO1
RBM15	NRXN2
RBM15	NXPH1
RBM15	SYNE1
RBM15	TMPRSS13
RBM15	AMICA1
RBM15	PBX1
RBM15	DDO
RBM15	RPL13
RBM15	TWF2
RBM15	LRRC20
RBM15	FBXL2
RBM15	YDJC
RBM15	FAM65C
RBM15	MPST
RBM15	FAM84A
RBM15	TK1
RBM15	SGSM3
RBM15	SBF1
RBM15	DMPK
RBM15	SERPINB5
RBM15	RGS19
RBM15	UPP1
RBM15	RHOT2
RBM15	MRPL28
RBM15	WIZ
RBM15	COX8A
RBM15	TRMT2A
RBM15	LIG1
RBM15	SLC9A3R2
RBM15	EMBP1
RBM15	EPS8L1
RBM15	BCL2L12
RBM15	LTBP3
RBM15	FLT3LG
RBM15	GHDC
RBM15	TRMT1
RBM15	FAM69B
RBM15	CHST2
RBM15	RPS5
RBM15	PCGF3
RBM15	NFKB1
RBM15	CUEDC2
RBM15	HSD3B7
RBM15	RHOG
RBM15	OVCA2
RBM15	CECR5
RBM15	KBTBD8
RBM15	TMEM8A
RBM15	CTDP1
RBM15	SART1
RBM15	B3GNT4
RBM15	CD69
RBM15	ZBTB43
RBM15	FAM186B
RBM15	DAZAP1
RBM15	THAP4
RBM15	TLE6
RBM15	RTBDN
RBM15	CD3EAP
RBM15	USP5
RBM15	ARL2
RBM15	ZDHHC12
RBM15	FAM78A
RBM15	SEMA4C
RBM15	ZMAT5
RBM15	KLF12
RBM15	MAP2K7
RBM15	SMUG1
RBM15	NME2
RBM15	RPP21
RBM15	LETM1
RBM15	IRAK2
RBM15	MMP15
RBM15	FKBP8
RBM15	ALKBH4
RBM15	NDST1
RBM15	SEMA3E
RBM15	SDC2
RBM15	ARHGAP27
RBM15	GIPC1
RBM15	ALG3
RBM15	POLR2F
RBM15	LOC374443
RBM15	QSOX1
RBM15	VEPH1
RBM15	RPS19BP1
RBM15	LRFN1
RBM15	MIER2
RBM15	PAQR9
RBM15	SF3B5
RBM15	PJA1
RBM15	ZNF446
RBM15	MCOLN1
RBM15	YIF1B
RBM15	SERHL2
RBM15	CAD
RBM15	MNT
RBM15	MRPS2
RBM15	TKT
RBM15	LRP1
RBM15	GRINA
RBM15	ARHGAP22
RBM15	COL1A2
RBM15	CACNA1F
RBM15	GAS6
RBM15	PTOV1
RBM15	STX10
RBM15	ANKS3
RBM15	FAM3B
RBM15	RAB3IL1
RBM15	DAG1
RBM15	LAMA5
RBM15	TRIM29
RBM15	COPE
RBM15	ELMO1
RBM15	FAM96B
RBM15	MRPL54
RBM15	SCRIB
RBM15	HRAS
RBM15	HNRNPL
RBM15	C11orf85
RBM15	HPCAL1
RBM15	C4A
RBM15	TIMP1
RBM15	PRDM15
RBM15	NDUFV1
RBM15	YWHAH
RBM15	SLC27A5
RBM15	NRM
RBM15	CPEB2
RBM15	ETFB
RBM15	CCDC124
RBM15	ENTHD1
RBM15	LLGL2
RBM15	FMNL2
RBM15	GFI1B
RBM15	RAD23A
RBM15	GALK1
RBM15	MGAT3
RBM15	DHX34
RBM15	CHCHD5
RBM15	MCRS1
RBM15	ETV4
RBM15	BFSP1
RBM15	TIMM10
RBM15	TSC22D4
RBM15	SEMA3B
RBM15	MOV10
RBM15	RPL8
RBM15	TRIM47
RBM15	ADAMTSL5
RBM15	BRD1
RBM15	TXNDC5
RBM15	HHAT
RBM15	RPH3A
RBM15	LAMB4
RBM15	CXCR4
RBM15	TTLL9
RBM15	MYOM3
RBM15	AR
RBM15	ABCG4
RBM15	OCLN
RBM15	CLEC9A
RBM15	UGT2B11
RBM15	GAB4
RBM15	POLD2
RBM15	GINS3
RBM15	IDH3G
RBM15	PRPF40B
RBM15	ANK1
RBM15	DAK
RBM15	PKN1
RBM15	RNASEH2C
RBM15	C6orf1
RBM15	SCARB1
RBM15	BBS5
RBM15	EDC4
RBM15	DGCR6
RBM15	CD53
RBM15	DIXDC1
RBM15	CDH18
RBM15	TMEM109
RBM15	TCEA3
RBM15	MAPK11
RBM15	RBM10
RBM15	CD81
RBM15	RFX2
RBM15	SMARCD2
RBM15	CYP2E1
RBM15	BCL9
RBM15	VPS37C
RBM15	RCBTB2
RBM15	BLOC1S1
RBM15	MTFP1
RBM15	AEBP1
RBM15	STH
RBM15	CISH
RBM15	ATP2A1
RBM15	CLN6
RBM15	SAMD9L
RBM15	PNKD
RBM15	MAP4K3
RBM15	BARD1
RBM15	FAM65A
RBM15	IFIH1
RBM15	ARAF
RBM15	ACSBG2
RBM15	HAPLN2
RBM15	ASCL1
RBM15	C15orf39
RBM15	SNX8
RBM15	CLTB
RBM15	PPP4C
RBM15	CCDC51
RBM15	MFHAS1
RBM15	SIRT6
RBM15	JAM3
RBM15	DUSP6
RBM15	TMEM133
RBM15	SEMA4D
RBM15	NDUFC2
RBM15	DUSP7
RBM15	VAPB
RBM15	IL1R1
RBM15	DHRS1
RBM15	IGHMBP2
RBM15	EIF6
RBM15	BVES
RBM15	PRICKLE3
RBM15	DHODH
RBM15	SPNS1
RBM15	CLN3
RBM15	CDIPT
RBM15	KIAA1804
RBM15	FBXW5
RBM15	PLEKHF1
RBM15	HSDL1
RBM15	MYC
RBM15	GRAMD3
RBM15	ATP5I
RBM15	NDUFS7
RBM15	TUFM
RBM15	TRIM67
RBM15	TMEM143
RBM15	ZNF574
RBM15	PTK2B
RBM15	PIGY
RBM15	CDC34
RBM15	GET4
RBM15	ABCB8
RBM15	AP1B1
RBM15	CACNA1I
RBM15	SYTL4
RBM15	VPS37A
RBM15	TMEM136
RBM15	C9orf135
RBM15	CHCHD10
RBM15	MSH4
RBM15	ISX
RBM15	TAZ
RBM15	C17orf89
RBM15	RDM1
RBM15	C19orf60
RBM15	RRS1
RBM15	TEP1
RBM15	ERCC2
RBM15	AP1G2
RBM15	TRIM11
RBM15	PIK3R2
RBM15	NOC4L
RBM15	SAMD4B
RBM15	EXD1
RBM15	FAM189B
RBM15	PLXNB2
RBM15	BLZF1
RBM15	RAB11B
RBM15	FGL1
RBM15	FAM109A
RBM15	WDR62
RBM15	NDUFA11
RBM15	COTL1
RBM15	C4B
RBM15	RILP
RBM15	ZNF205
RBM15	LRTOMT
RBM15	PPFIA4
RBM15	FPGS
RBM15	TELO2
RBM15	NDUFS8
RBM15	SPAG17
RBM15	FAM200B
RBM15	C11orf68
RBM15	MCM2
RBM15	SLC29A4
RBM15	ZNF582
RBM15	PHF11
RBM15	EDF1
RBM15	TTC28
RBM15	MYBL2
RBM15	IPO4
RBM15	U2AF2
RBM15	OTOA
RBM15	TSPAN7
RBM15	ARHGEF5
RBM15	ADAMTS16
RBM15	ABTB2
RBM15	TNNI3
RBM15	ZMIZ2
RBM15	ABCC10
RBM15	RELL2
RBM15	CDC42BPG
RBM15	NMNAT3
RBM15	ATN1
RBM15	FAM122C
RBM15	CCDC86
RBM15	BCL7C
RBM15	CLN8
RBM15	RHBDF2
RBM15	GALNS
RBM15	RHOXF2
RBM15	SIL1
RBM15	MFSD10
RBM15	LRFN4
RBM15	RPS9
RBM15	AACS
RBM15	STK10
RBM15	KANK1
RBM15	CGREF1
RBM15	HDAC7
RBM15	DFNB31
RBM15	MAFK
RBM15	NLE1
RBM15	SKAP2
RBM15	VAC14
RBM15	TAF1C
RBM15	TBCD
RBM15	CLK2
RBM15	TSC2
RBM15	PFKFB4
RBM15	TCF7L2
RBM15	HERC2
RBM15	PTPN6
RBM15	MVK
RBM15	DGKA
RBM15	BCAS3
RBM15	C9orf156
RBM15	CLDN6
RBM15	ZC3H12A
RBM15	CCNE1
RBM15	USP13
RBM15	RUSC2
RBM15	TMEM189
RBM15	MAN2B1
RBM15	PYCR2
RBM15	RAD9A
RBM15	RPS6KB2
RBM15	VAMP5
RBM15	TOP3B
RBM15	MAN2C1
RBM15	IL1RAP
RBM15	TNFRSF12A
RBM15	GMFG
RBM15	GPX4
RBM15	YPEL4
RBM15	CCNB1IP1
RBM15	SQSTM1
RBM15	PHF19
RBM15	PRKAB2
RBM15	AMHR2
RBM15	PTDSS2
RBM15	SHF
RBM15	SH2D2A
RBM15	CST3
RBM15	SCAMP4
RBM15	KCTD5
RBM15	REEP4
RBM15	HEPACAM2
RBM15	CYB5R3
RBM15	DNAJC12
RBM15	ZC3H7B
RBM15	REPIN1
RBM15	AP2S1
RBM15	FOLR2
RBM15	MS4A6E
RBM15	PARP15
RBM15	CCDC87
RBM15	USE1
RBM15	MAST1
RBM15	THRB
RBM15	TCF25
RBM15	DEAF1
RBM15	SOCS3
RBM15	PCOLCE
RBM15	NCOR2
RBM15	EIF2B4
RBM15	UHRF1
RBM15	SPTB
RBM15	RPUSD2
RBM15	NDUFA7
RBM15	DOK4
RBM15	ARHGEF25
RBM15	MBOAT7
RBM15	C1QTNF5
RBM15	PEX5
RBM15	ACD
RBM15	GCDH
RBM15	GGT7
RBM15	ECSIT
RBM15	RING1
RBM15	PSMB10
RBM15	DCAF15
RBM15	COX4I1
RBM15	RARA
RBM15	MVP
RBM15	ABCA17P
RBM15	FGFR4
RBM15	ZNF184
RBM15	CCNF
RBM15	MZT2A
RBM15	NDUFA2
RBM15	TSEN34
RBM15	ACACB
RBM15	BMP1
RBM15	LYL1
RBM15	SARS2
RBM15	UBXN1
RBM15	RPGRIP1L
RBM15	ZNF821
RBM15	MYO18A
RBM15	HYAL1
RBM15	THRA
RBM15	CPNE7
RBM15	TCTN2
RBM15	HFE
RBM15	GPR34
RBM15	DPF3
RBM15	TRIM34
RBM15	CLPTM1
RBM15	SLC5A6
RBM15	DGKZ
RBM15	RPS2
RBM15	ZBTB49
RBM15	KIFC3
RBM15	TIMM50
RBM15	ULK1
RBM15	ANO9
RBM15	ALDH3B1
RBM15	DLL4
RBM15	HGS
RBM15	IRAK1
RBM15	WIBG
RBM15	NAA38
RBM15	CCDC74B
RBM15	APLNR
RBM15	PPFIBP1
RBM15	PACSIN3
RBM15	PISD
RBM15	HSPBP1
RBM15	ZNF596
RBM15	EHD1
RBM15	STX1A
RBM15	CAPN12
RBM15	RPGR
RBM15	STEAP3
RBM15	THAP3
RBM15	PIGQ
RBM15	TRIP11
RBM15	MLST8
RBM15	LRRC8E
RBM15	SMPD4
RBM15	ADAMTS14
RBM15	PSTPIP2
RBM15	SGCG
RBM15	SKIV2L
RBM15	RECQL4
RBM15	PKP3
RBM15	TRNP1
RBM15	GPAA1
RBM15	MAF1
RBM15	AUP1
RBM15	KDM4B
RBM15	GLUL
RBM15	NUDT16L1
RBM15	MAP3K14
RBM15	FAM179B
RBM15	ABR
RBM15	MEPCE
RBM15	MYL6B
RBM15	USP18
RBM15	CHERP
RBM15	PAEP
RBM15	SYMPK
RBM15	CR2
RBM15	NME4
RBM15	BRMS1L
RBM15	MYBBP1A
RBM15	NCKIPSD
RBM15	RAB33B
RBM15	AGTPBP1
RBM15	FLAD1
RBM15	TMEM108
RBM15	GAS2L1
RBM15	SEC61A2
RBM15	TMEM205
RBM15	GSTA4
RBM15	PEMT
RBM15	CASP10
RBM15	HDAC10
RBM15	MCM7
RBM15	SLC30A3
RBM15	COASY
RBM15	MRPL55
RBM15	ARL6IP4
RBM15	SLC35A4
RBM15	PTPN23
RBM15	IL27RA
RBM15	RPAP1
RBM15	HDGFRP2
RBM15	GBP3
RBM15	AKR1C2
RBM15	PQBP1
RBM15	AMZ2
RBM15	KIF1C
RBM15	SPAG4
RBM15	CFLAR
RBM15	ACOT11
RBM15	PATL2
RBM15	MAPK8IP3
RBM15	SLX1A
RBM15	NOP16
RBM15	ASPRV1
RBM15	RNASEH2A
RBM15	RAB4B
RBM15	SP2
RBM15	ZNF598
RBM15	ADI1
RBM15	FAM156B
RBM15	ILVBL
RBM15	LYZ
RBM15	OSBPL5
RBM15	COMMD9
RBM15	LGR6
RBM15	LOC100288069
RBM15	DDX51
RBM15	SLC44A2
RBM15	KCNQ5
RBM15	HDAC11
RBM15	MRPL14
RBM15	MYL4
RBM15	HIST1H2AI
RBM15	DPP3
RBM15	MATK
RBM15	ZNRF3
RBM15	AGAP3
RBM15	PTGES2
RBM15	IMPDH1
RBM15	FBXO44
RBM15	KIAA0895L
RBM15	NFKBIB
RBM15	SPTAN1
RBM15	EMP3
RBM15	BAP1
RBM15	SLC27A1
RBM15	CAMTA2
RBM15	CACNA2D2
RBM15	RAB20
RBM15	DPM2
RBM15	MFI2
RBM15	ABL1
RBM15	NBEAL2
RBM15	ASPSCR1
RBM15	JMJD8
RBM15	UBE2C
RBM15	NFATC4
RBM15	SETD1A
RBM15	HSD17B8
RBM15	FBXO18
RBM15	MBD6
RBM15	CLEC11A
RBM15	COL18A1
RBM15	VSIG10
RBM15	C22orf29
RBM15	BRPF1
RBM15	PCGF2
RBM15	ZNF580
RBM15	SCAF1
RBM15	VAV1
RBM15	ACSM3
