Source	Target
INTS13	AUP1
EGR1	AUP1
SPI1	AUP1
SPI1	LOXL3
SMC1A	LOXL3
SPI1	DOK1
SREBF2	DOK1
ATF2	DOK1
SMC1A	DOK1
NR3C1	DOK1
MAF	DOK1
CEBPB	DOK1
CREBBP	DOK1
EGR1	DOK1
LDB1	DOK1
RAD21	DOK1
CTCF	DOK1
SREBF2	HK2
SPI1	HK2
CEBPB	HK2
RAD21	HK2
SMC1A	HK2
CTCF	HK2
LDB1	HK2
CREBBP	HK2
MAF	HK2
HIF1A	HK2
ATF2	HK2
EGR1	HK2
CEBPB	POLE4
SPI1	POLE4
MAF	POLE4
SMC1A	POLE4
SREBF2	POLE4
ATF2	POLE4
INTS13	POLE4
RAD21	POLE4
CREBBP	POLE4
CTCF	MRPL19
RAD21	MRPL19
SMC1A	MRPL19
SPI1	MRPL19
LDB1	MRPL19
SREBF2	MRPL19
CEBPB	MRPL19
SPI1	GCFC2
SREBF2	GCFC2
INTS13	GCFC2
RAD21	GCFC2
CTCF	GCFC2
MAF	GCFC2
SMC1A	GCFC2
NR3C1	GCFC2
SPI1	SUCLG1
CTCF	SUCLG1
RAD21	SUCLG1
SMC1A	SUCLG1
CEBPB	SUCLG1
SP140	SUCLG1
SREBF2	SUCLG1
LDB1	SUCLG1
SPI1	TMSB10
SMC1A	TMSB10
CEBPB	TMSB10
SREBF2	TMSB10
LDB1	TMSB10
NR3C1	TMSB10
INTS13	TMSB10
CREBBP	TMSB10
RAD21	TMSB10
EGR1	TMSB10
CTCF	TMSB10
SREBF2	KCMF1
SPI1	KCMF1
LDB1	KCMF1
CEBPB	KCMF1
SMC1A	KCMF1
MAF	KCMF1
CTCF	KCMF1
RAD21	KCMF1
SPI1	TGOLN2
SMC1A	TGOLN2
MAF	TGOLN2
CEBPB	TGOLN2
RAD21	TGOLN2
CTCF	TGOLN2
SREBF2	TGOLN2
LDB1	TGOLN2
EGR1	TGOLN2
SREBF2	RETSAT
SPI1	RETSAT
SMC1A	RETSAT
RAD21	RETSAT
SREBF2	ELMOD3
SPI1	ELMOD3
LDB1	ELMOD3
SPI1	CAPG
SMC1A	CAPG
RAD21	CAPG
CTCF	CAPG
SREBF2	CAPG
CEBPB	CAPG
LDB1	CAPG
CREBBP	CAPG
SREBF2	MAT2A
SPI1	MAT2A
INTS13	MAT2A
RAD21	MAT2A
CREBBP	MAT2A
NR3C1	MAT2A
SMC1A	MAT2A
SP140	MAT2A
SPI1	GGCX
SMC1A	GGCX
RAD21	GGCX
CTCF	GGCX
SREBF2	GGCX
CEBPB	GGCX
SPI1	VAMP8
SREBF2	VAMP8
CEBPB	VAMP8
INTS13	VAMP8
SMC1A	VAMP8
SPI1	RNF181
SREBF2	RNF181
SREBF2	TMEM150A
SMC1A	TMEM150A
LDB1	TMEM150A
SREBF2	USP39
SPI1	USP39
SMC1A	USP39
CEBPB	USP39
MAF	USP39
RAD21	USP39
ATF2	USP39
LDB1	USP39
EGR1	USP39
CTCF	USP39
INTS13	C2orf68
SPI1	ST3GAL5
CTCF	ST3GAL5
CEBPB	ST3GAL5
SMC1A	ST3GAL5
CREBBP	ST3GAL5
SREBF2	ST3GAL5
LDB1	ST3GAL5
INTS13	ST3GAL5
NAB2	ST3GAL5
SPI1	POLR1A
SMC1A	POLR1A
CREBBP	POLR1A
SREBF2	POLR1A
CEBPB	POLR1A
MAF	POLR1A
RAD21	POLR1A
CTCF	POLR1A
ATF2	POLR1A
EGR1	POLR1A
CEBPB	PTCD3
LDB1	PTCD3
SPI1	PTCD3
YY1	PTCD3
SREBF2	IMMT
SPI1	IMMT
CEBPB	IMMT
ATF2	IMMT
SPI1	MRPL35
CREBBP	MRPL35
RAD21	MRPL35
INTS13	MRPL35
CTCF	MRPL35
SMC1A	MRPL35
SREBF2	MRPL35
MAF	MRPL35
CEBPB	MRPL35
RAD21	KDM3A
CTCF	KDM3A
SPI1	KDM3A
CEBPB	KDM3A
SMC1A	KDM3A
MAF	KDM3A
SP140	KDM3A
YY1	KDM3A
ATF2	KDM3A
SREBF2	KDM3A
HIF1A	KDM3A
EGR1	KDM3A
INTS13	KDM3A
SPI1	CHMP3
RAD21	CHMP3
SMC1A	CHMP3
CEBPB	CHMP3
MAF	CHMP3
SREBF2	CHMP3
INTS13	CHMP3
CREBBP	CHMP3
ATF2	CHMP3
LDB1	CHMP3
SPI1	RNF103
SREBF2	RNF103
SMC1A	RNF103
NR3C1	RNF103
SPI1	RMND5A
SREBF2	RMND5A
SMC1A	RMND5A
LDB1	RMND5A
CEBPB	RMND5A
CREBBP	RMND5A
EGR1	RMND5A
CEBPB	CYTOR
SPI1	CYTOR
SMC1A	CYTOR
SREBF2	CYTOR
RAD21	CYTOR
CTCF	CYTOR
NR3C1	CYTOR
MAF	CYTOR
LDB1	CYTOR
EGR1	CYTOR
CREBBP	CYTOR
CEBPB	KRCC1
SPI1	KRCC1
SMC1A	KRCC1
SREBF2	KRCC1
INTS13	KRCC1
ATF2	KRCC1
HIF1A	KRCC1
RAD21	KRCC1
CTCF	KRCC1
SMC1A	EIF2AK3
RAD21	EIF2AK3
CTCF	EIF2AK3
SPI1	EIF2AK3
SREBF2	EIF2AK3
MAF	EIF2AK3
SP140	EIF2AK3
CEBPB	EIF2AK3
INTS13	EIF2AK3
LDB1	EIF2AK3
RAD21	RPIA
SMC1A	RPIA
CTCF	RPIA
CEBPB	RPIA
SREBF2	RPIA
SPI1	RPIA
LDB1	RPIA
ATF2	RPIA
SP140	RPIA
MAF	RPIA
CTCF	MRPS5
RAD21	MRPS5
SMC1A	MRPS5
SPI1	MRPS5
CEBPB	MRPS5
SP140	MRPS5
SREBF2	MRPS5
INTS13	MRPS5
SREBF2	ZNF514
SPI1	ZNF514
SMC1A	FAHD2A
CTCF	FAHD2A
RAD21	FAHD2A
SPI1	FAHD2A
SREBF2	FAHD2A
CEBPB	FAHD2A
SPI1	LINC00342
SMC1A	LINC00342
MAF	LINC00342
CEBPB	LINC00342
RAD21	LINC00342
CTCF	LINC00342
CREBBP	LINC00342
LDB1	LINC00342
SPI1	ANKRD36C
NR3C1	ANKRD36C
SREBF2	ANKRD36C
CTCF	ANKRD36C
INTS13	ANKRD36C
SMC1A	ANKRD36C
RAD21	ANKRD36C
LDB1	ANKRD36C
CEBPB	ANKRD36C
SREBF2	STARD7
EGR1	STARD7
SMC1A	STARD7
RAD21	STARD7
ATF2	STARD7
CEBPB	STARD7-AS1
SPI1	STARD7-AS1
ATF2	STARD7-AS1
INTS13	STARD7-AS1
CEBPB	TMEM127
SPI1	TMEM127
SREBF2	TMEM127
SMC1A	TMEM127
CREBBP	TMEM127
LDB1	TMEM127
EGR1	TMEM127
RAD21	TMEM127
SPI1	CIAO1
SREBF2	CIAO1
EGR1	CIAO1
ATF2	CIAO1
LDB1	CIAO1
RAD21	CIAO1
SMC1A	CIAO1
CTCF	CIAO1
CEBPB	CIAO1
SPI1	SNRNP200
CEBPB	SNRNP200
SREBF2	SNRNP200
SMC1A	SNRNP200
LDB1	SNRNP200
EGR1	SNRNP200
SREBF2	NCAPH
SPI1	NCAPH
SP140	NCAPH
RAD21	NCAPH
SMC1A	NCAPH
CTCF	NCAPH
MAF	NCAPH
CREBBP	NCAPH
EGR1	NCAPH
CEBPB	NCAPH
SREBF2	ARID5A
SPI1	ARID5A
CEBPB	ARID5A
SMC1A	ARID5A
RAD21	ARID5A
CTCF	ARID5A
EGR1	ARID5A
CREBBP	ARID5A
SPI1	KANSL3
CEBPB	KANSL3
SREBF2	KANSL3
SMC1A	KANSL3
LDB1	KANSL3
ATF2	KANSL3
SP140	KANSL3
RAD21	KANSL3
HIF1A	KANSL3
SPI1	LMAN2L
CEBPB	LMAN2L
SREBF2	LMAN2L
LDB1	LMAN2L
SMC1A	LMAN2L
ATF2	LMAN2L
SPI1	CNNM4
SREBF2	CNNM4
ATF2	CNNM4
SMC1A	CNNM4
CTCF	CNNM4
CEBPB	CNNM4
CREBBP	CNNM4
HIF1A	CNNM4
EGR2	CNNM4
MAF	CNNM4
GFP	CNNM4
SPI1	ANKRD36
CEBPB	ANKRD36
SMC1A	ANKRD36
RAD21	ANKRD36
CTCF	ANKRD36
INTS13	ANKRD36
SREBF2	ANKRD36
SPI1	ANKRD36B
SREBF2	ANKRD36B
INTS13	ANKRD36B
CTCF	ANKRD36B
SMC1A	ANKRD36B
RAD21	ANKRD36B
LDB1	ANKRD36B
CEBPB	ANKRD36B
SREBF2	COX5B
SPI1	COX5B
LDB1	COX5B
EGR1	COX5B
ATF2	COX5B
EGR2	COX5B
SPI1	ACTR1B
SREBF2	ACTR1B
EGR1	ACTR1B
ATF2	ACTR1B
LDB1	ACTR1B
CTCF	ACTR1B
RAD21	ACTR1B
SMC1A	ACTR1B
CEBPB	ACTR1B
MAF	ACTR1B
SPI1	TMEM131
SREBF2	TMEM131
RAD21	TMEM131
SP140	TMEM131
LDB1	TMEM131
CEBPB	TMEM131
CREBBP	TMEM131
SMC1A	TMEM131
YY1	TMEM131
INTS13	TMEM131
EGR2	TMEM131
ATF2	TMEM131
EGR1	TMEM131
MAF	TMEM131
SMC1A	INPP4A
RAD21	INPP4A
CTCF	INPP4A
SPI1	INPP4A
SREBF2	INPP4A
ATF2	INPP4A
CEBPB	INPP4A
LDB1	INPP4A
CREBBP	INPP4A
MAF	INPP4A
INTS13	INPP4A
SPI1	COA5
CEBPB	COA5
CTCF	COA5
SMC1A	COA5
RAD21	COA5
SP140	COA5
SPI1	UNC50
SREBF2	UNC50
INTS13	UNC50
CEBPB	UNC50
SP140	UNC50
SPI1	MGAT4A
SMC1A	MGAT4A
RAD21	MGAT4A
CTCF	MGAT4A
CEBPB	MGAT4A
MAF	MGAT4A
SREBF2	MGAT4A
EGR1	MGAT4A
LDB1	MGAT4A
SPI1	LINC02611
SREBF2	LINC02611
SMC1A	LINC02611
CREBBP	LINC02611
CEBPB	LINC02611
LDB1	LINC02611
CTCF	LINC02611
RAD21	LINC02611
SPI1	TSGA10
RAD21	TSGA10
SMC1A	TSGA10
CTCF	TSGA10
CEBPB	TSGA10
SREBF2	TSGA10
LDB1	TSGA10
ATF2	TSGA10
EGR2	TSGA10
SPI1	MITD1
RAD21	MITD1
CTCF	MITD1
SMC1A	MITD1
CREBBP	MITD1
ATF2	MITD1
SPI1	MRPL30
SREBF2	MRPL30
EGR1	MRPL30
LDB1	MRPL30
SMC1A	MRPL30
INTS13	MRPL30
CEBPB	MRPL30
CEBPB	TXNDC9
SREBF2	TXNDC9
ATF2	TXNDC9
SPI1	TXNDC9
LDB1	TXNDC9
EGR1	TXNDC9
SPI1	EIF5B
RAD21	EIF5B
CTCF	EIF5B
SREBF2	EIF5B
SMC1A	EIF5B
ATF2	EIF5B
CEBPB	EIF5B
SPI1	REV1
SREBF2	REV1
RAD21	REV1
SMC1A	REV1
CTCF	REV1
INTS13	REV1
EGR2	REV1
EGR1	REV1
CEBPB	REV1
LDB1	REV1
MAF	REV1
SP140	REV1
CREBBP	REV1
ATF2	REV1
SPI1	AFF3
SMC1A	AFF3
RAD21	AFF3
CEBPB	AFF3
SREBF2	AFF3
MAF	AFF3
SP140	AFF3
LDB1	AFF3
NR3C1	AFF3
SPI1	PDCL3
LDB1	PDCL3
SREBF2	PDCL3
ATF2	PDCL3
SMC1A	PDCL3
EGR1	PDCL3
CEBPB	PDCL3
SPI1	RPL31
SREBF2	RPL31
CEBPB	RPL31
CREBBP	RPL31
INTS13	RPL31
SMC1A	RPL31
RAD21	RPL31
CTCF	RPL31
LDB1	RPL31
CEBPB	TBC1D8
SPI1	TBC1D8
NR3C1	TBC1D8
SP140	TBC1D8
SREBF2	TBC1D8
SMC1A	TBC1D8
LDB1	TBC1D8
MAF	TBC1D8
SMC1A	CNOT11
RAD21	CNOT11
SPI1	CNOT11
CTCF	CNOT11
LDB1	CNOT11
SP140	CNOT11
CEBPB	CNOT11
SREBF2	CNOT11
EGR1	CNOT11
ATF2	CNOT11
CEBPB	RNF149
SPI1	RNF149
CREBBP	RNF149
SREBF2	RNF149
ATF2	RNF149
EGR1	RNF149
LDB1	RNF149
SMC1A	RNF149
SREBF2	MAP4K4
SPI1	MAP4K4
CEBPB	MAP4K4
CREBBP	MAP4K4
LDB1	MAP4K4
SMC1A	MAP4K4
MAF	MAP4K4
SP140	MAP4K4
INTS13	MAP4K4
EGR1	MAP4K4
RAD21	MAP4K4
CTCF	MAP4K4
SPI1	TMEM182
CTCF	TMEM182
RAD21	TMEM182
SMC1A	TMEM182
SP140	TMEM182
MAF	TMEM182
CEBPB	TMEM182
SPI1	MRPS9
SREBF2	MRPS9
INTS13	MRPS9
SPI1	TGFBRAP1
RAD21	TGFBRAP1
CTCF	TGFBRAP1
SMC1A	TGFBRAP1
MAF	TGFBRAP1
CEBPB	TGFBRAP1
SP140	TGFBRAP1
SREBF2	TGFBRAP1
LDB1	TGFBRAP1
SREBF2	C2orf49
SPI1	C2orf49
ATF2	C2orf49
SMC1A	C2orf49
RAD21	C2orf49
CTCF	C2orf49
SREBF2	NCK2
SPI1	NCK2
CEBPB	NCK2
RAD21	NCK2
MAF	NCK2
SMC1A	NCK2
LDB1	NCK2
EGR1	NCK2
EGR2	NCK2
CREBBP	NCK2
CTCF	NCK2
SP140	NCK2
SMC1A	UXS1
RAD21	UXS1
CTCF	UXS1
SREBF2	UXS1
SPI1	UXS1
LDB1	UXS1
CEBPB	UXS1
CREBBP	UXS1
ATF2	UXS1
EGR2	UXS1
SP140	UXS1
SPI1	GCC2
SMC1A	GCC2
MAF	GCC2
SREBF2	GCC2
ATF2	GCC2
LDB1	GCC2
SPI1	LIMS1
CEBPB	LIMS1
SMC1A	LIMS1
MAF	LIMS1
SREBF2	LIMS1
INTS13	LIMS1
RAD21	LIMS1
CTCF	LIMS1
CREBBP	LIMS1
LDB1	LIMS1
EGR1	LIMS1
SREBF2	RANBP2
ATF2	RANBP2
SPI1	RANBP2
SMC1A	RANBP2
RAD21	RANBP2
CEBPB	RANBP2
SPI1	CCDC138
SREBF2	CCDC138
SP140	CCDC138
SMC1A	CCDC138
RAD21	CCDC138
SMC1A	SH3RF3
MAF	SH3RF3
CEBPB	SH3RF3
SPI1	SH3RF3
RAD21	SH3RF3
CTCF	SH3RF3
SPI1	SEPTIN10
RAD21	SEPTIN10
SMC1A	SEPTIN10
CTCF	SEPTIN10
SREBF2	SEPTIN10
CEBPB	SEPTIN10
MAF	SEPTIN10
EGR1	SEPTIN10
LDB1	SEPTIN10
SREBF2	RGPD5
SMC1A	RGPD5
SPI1	RGPD5
EGR2	RGPD5
CTCF	RGPD5
CEBPB	RGPD5
NR3C1	RGPD5
RAD21	RGPD5
SP140	MTLN
SPI1	MTLN
YY1	MTLN
SREBF2	MTLN
SPI1	BUB1
SREBF2	BUB1
ATF2	BUB1
LDB1	BUB1
SMC1A	BUB1
CEBPB	BUB1
CEBPB	MIR4435-2HG
SPI1	MIR4435-2HG
SREBF2	MIR4435-2HG
SMC1A	MIR4435-2HG
EGR1	MIR4435-2HG
NR3C1	MIR4435-2HG
CREBBP	MIR4435-2HG
CTCF	MIR4435-2HG
RAD21	MIR4435-2HG
LDB1	MIR4435-2HG
MAF	MIR4435-2HG
CEBPB	ANAPC1
SMC1A	ANAPC1
CTCF	ANAPC1
RAD21	ANAPC1
SPI1	ANAPC1
SREBF2	ANAPC1
ATF2	ANAPC1
LDB1	ANAPC1
RAD21	MERTK
CTCF	MERTK
SMC1A	MERTK
SPI1	MERTK
SREBF2	MERTK
CEBPB	MERTK
MAF	MERTK
NR3C1	MERTK
SPI1	TMEM87B
SMC1A	TMEM87B
SREBF2	TMEM87B
LDB1	TMEM87B
CEBPB	TMEM87B
EGR1	TMEM87B
ATF2	TMEM87B
CREBBP	TMEM87B
RAD21	TMEM87B
CTCF	TMEM87B
NAB2	TMEM87B
EGR2	TMEM87B
MAF	TMEM87B
SMC1A	ZC3H8
MAF	ZC3H8
CEBPB	ZC3H8
SPI1	ZC3H8
SREBF2	ZC3H8
ATF2	ZC3H8
EGR1	ZC3H8
RAD21	ZC3H8
CTCF	ZC3H8
CEBPB	ZC3H6
SPI1	ZC3H6
SREBF2	ZC3H6
INTS13	ZC3H6
SP140	ZC3H6
SMC1A	ZC3H6
ATF2	ZC3H6
YY1	ZC3H6
MAF	ZC3H6
NR3C1	ZC3H6
SMC1A	RGPD8
RAD21	RGPD8
CTCF	RGPD8
SREBF2	RGPD8
LDB1	RGPD8
SPI1	RGPD8
MAF	RGPD8
SPI1	TTL
SMC1A	TTL
MAF	TTL
CTCF	TTL
RAD21	TTL
SREBF2	TTL
NR3C1	TTL
SMC1A	POLR1B
SPI1	POLR1B
SREBF2	POLR1B
INTS13	POLR1B
RAD21	CHCHD5
CTCF	CHCHD5
SMC1A	CHCHD5
SPI1	CHCHD5
SREBF2	CHCHD5
EGR1	CHCHD5
CEBPB	CHCHD5
INTS13	CHCHD5
YY1	CHCHD5
ATF2	CHCHD5
LDB1	CHCHD5
SREBF2	SLC20A1
SMC1A	SLC20A1
EGR1	SLC20A1
CTCF	SLC20A1
LDB1	SLC20A1
INTS13	SLC20A1
CREBBP	SLC20A1
SPI1	SLC20A1
CEBPB	SLC20A1
ATF2	SLC20A1
SPI1	IL1B
SREBF2	IL1B
SMC1A	IL1B
CREBBP	IL1B
CEBPB	IL1B
MAF	IL1B
LDB1	IL1B
EGR1	IL1B
SPI1	PSD4
SREBF2	PSD4
CEBPB	PSD4
LDB1	PSD4
SMC1A	PSD4
MAF	PSD4
CTCF	PSD4
RAD21	PSD4
SREBF2	PAX8-AS1
SPI1	PAX8-AS1
CEBPB	PAX8-AS1
CREBBP	PAX8-AS1
SMC1A	PAX8-AS1
ATF2	PAX8-AS1
EGR1	PAX8-AS1
LDB1	PAX8-AS1
INTS13	PAX8-AS1
NR3C1	PAX8-AS1
RAD21	PAX8-AS1
CTCF	PAX8-AS1
SPI1	PAX8
SP140	PAX8
CEBPB	PAX8
SMC1A	PAX8
RAD21	PAX8
CTCF	PAX8
MAF	PAX8
SREBF2	PAX8
SREBF2	RABL2A
SPI1	RABL2A
NR3C1	RABL2A
SPI1	SLC35F5
SMC1A	SLC35F5
SREBF2	SLC35F5
SP140	SLC35F5
ATF2	SLC35F5
EGR1	SLC35F5
LDB1	SLC35F5
RAD21	SLC35F5
CREBBP	SLC35F5
CEBPB	SLC35F5
MAF	SLC35F5
MAF	ACTR3
SMC1A	ACTR3
SPI1	ACTR3
CEBPB	ACTR3
SREBF2	ACTR3
CREBBP	ACTR3
RAD21	ACTR3
ATF2	ACTR3
EGR1	ACTR3
LDB1	ACTR3
SPI1	LINC01191
CEBPB	LINC01191
SREBF2	LINC01191
RAD21	LINC01191
CTCF	LINC01191
SPI1	DDX18
SMC1A	DDX18
MAF	DDX18
NAB2	DDX18
INTS13	DDX18
CEBPB	DDX18
SP140	DDX18
SREBF2	DDX18
GFP	DDX18
RAD21	DDX18
CTCF	DDX18
NR3C1	DDX18
HIF1A	DDX18
EGR2	DDX18
EGR1	DDX18
LDB1	DDX18
ATF2	DDX18
SPI1	CCDC93
RAD21	CCDC93
CEBPB	CCDC93
SREBF2	CCDC93
CREBBP	CCDC93
EGR1	CCDC93
CTCF	CCDC93
SMC1A	CCDC93
ATF2	CCDC93
SPI1	INSIG2
CEBPB	INSIG2
LDB1	INSIG2
SMC1A	INSIG2
MAF	INSIG2
RAD21	INSIG2
CTCF	INSIG2
SREBF2	INSIG2
HIF1A	INSIG2
ATF2	INSIG2
SP140	INSIG2
CREBBP	INSIG2
SPI1	MARCO
SREBF2	MARCO
SMC1A	MARCO
LDB1	MARCO
ATF2	MARCO
CEBPB	MARCO
CREBBP	MARCO
RAD21	MARCO
HIF1A	MARCO
EGR1	MARCO
SP140	MARCO
CTCF	MARCO
MAF	MARCO
SPI1	STEAP3
SMC1A	STEAP3
CEBPB	STEAP3
RAD21	STEAP3
CTCF	STEAP3
SREBF2	STEAP3
RAD21	C2orf76
SMC1A	C2orf76
SPI1	C2orf76
LDB1	C2orf76
CEBPB	C2orf76
SREBF2	C2orf76
MAF	C2orf76
SREBF2	DBI
CREBBP	DBI
SMC1A	DBI
SPI1	DBI
SP140	DBI
LDB1	DBI
CEBPB	DBI
EGR1	DBI
MAF	DBI
CEBPB	TMEM37
SMC1A	TMEM37
RAD21	TMEM37
CTCF	TMEM37
SPI1	TMEM37
SP140	TMEM37
SREBF2	TMEM37
NAB2	TMEM37
SPI1	PTPN4
SMC1A	PTPN4
RAD21	PTPN4
CTCF	PTPN4
CEBPB	PTPN4
SREBF2	PTPN4
ATF2	PTPN4
LDB1	PTPN4
INTS13	PTPN4
MAF	PTPN4
SP140	PTPN4
SPI1	TMEM185B
SP140	TMEM185B
SMC1A	TMEM185B
RAD21	TMEM185B
CTCF	TMEM185B
ATF2	TMEM185B
CEBPB	TMEM185B
SREBF2	TMEM185B
LDB1	TMEM185B
CREBBP	TMEM185B
INTS13	TMEM185B
SPI1	RALB
SREBF2	RALB
LDB1	RALB
ATF2	RALB
EGR1	RALB
CEBPB	RALB
SMC1A	RALB
RAD21	RALB
CTCF	RALB
SPI1	CLASP1
SMC1A	CLASP1
CTCF	CLASP1
RAD21	CLASP1
SREBF2	CLASP1
CEBPB	CLASP1
LDB1	CLASP1
EGR1	CLASP1
NR3C1	CLASP1
ATF2	NIFK-AS1
SPI1	NIFK-AS1
SREBF2	NIFK-AS1
LDB1	NIFK-AS1
CEBPB	NIFK-AS1
EGR1	NIFK-AS1
RAD21	NIFK-AS1
SMC1A	NIFK-AS1
MAF	NIFK-AS1
SPI1	NIFK
SREBF2	NIFK
CEBPB	NIFK
RAD21	NIFK
SMC1A	NIFK
CTCF	NIFK
EGR1	NIFK
ATF2	NIFK
LDB1	NIFK
RAD21	TSN
SMC1A	TSN
SREBF2	TSN
LDB1	TSN
SPI1	TSN
CEBPB	TSN
MAF	TSN
CTCF	TSN
SP140	TSN
NR3C1	TSN
SPI1	GYPC
RAD21	GYPC
SMC1A	GYPC
CEBPB	GYPC
MAF	GYPC
SP140	GYPC
CTCF	GYPC
SREBF2	GYPC
CREBBP	GYPC
SPI1	BIN1
SREBF2	BIN1
CEBPB	BIN1
LDB1	BIN1
SP140	BIN1
RAD21	BIN1
CTCF	BIN1
SMC1A	BIN1
CREBBP	BIN1
NR3C1	BIN1
MAF	BIN1
SPI1	ERCC3
CEBPB	ERCC3
LDB1	ERCC3
SREBF2	ERCC3
CEBPB	MAP3K2
SPI1	MAP3K2
SMC1A	MAP3K2
RAD21	MAP3K2
CTCF	MAP3K2
SREBF2	MAP3K2
CREBBP	MAP3K2
INTS13	MAP3K2
ATF2	MAP3K2
SMC1A	IWS1
RAD21	IWS1
CTCF	IWS1
MAF	IWS1
SPI1	IWS1
CEBPB	IWS1
SREBF2	IWS1
LDB1	IWS1
SP140	IWS1
YY1	IWS1
ATF2	IWS1
INTS13	IWS1
EGR1	IWS1
SPI1	WDR33
CEBPB	WDR33
NR3C1	WDR33
SREBF2	WDR33
YY1	WDR33
INTS13	WDR33
CEBPB	POLR2D
SPI1	POLR2D
SMC1A	POLR2D
MAF	POLR2D
SREBF2	POLR2D
INTS13	POLR2D
RAD21	POLR2D
CTCF	POLR2D
SPI1	AMMECR1L
RAD21	AMMECR1L
CTCF	AMMECR1L
CEBPB	AMMECR1L
SREBF2	AMMECR1L
EGR1	AMMECR1L
SMC1A	AMMECR1L
SMC1A	SAP130
MAF	SAP130
CEBPB	SAP130
SPI1	SAP130
SREBF2	SAP130
LDB1	SAP130
SPI1	UGGT1
RAD21	UGGT1
CTCF	UGGT1
SREBF2	UGGT1
EGR1	UGGT1
INTS13	UGGT1
LDB1	UGGT1
SMC1A	UGGT1
CEBPB	UGGT1
SMC1A	HS6ST1
CEBPB	HS6ST1
MAF	HS6ST1
LDB1	HS6ST1
SPI1	HS6ST1
SREBF2	HS6ST1
NR3C1	HS6ST1
RAD21	HS6ST1
CTCF	HS6ST1
EGR1	HS6ST1
SPI1	SMPD4
SREBF2	SMPD4
LDB1	SMPD4
INTS13	SMPD4
EGR1	SMPD4
CTCF	SMPD4
CTCF	MZT2B
INTS13	MZT2B
SMC1A	MZT2B
RAD21	MZT2B
SP140	CCDC115
SPI1	CCDC115
MAF	CCDC115
SMC1A	CCDC115
RAD21	CCDC115
CTCF	CCDC115
CEBPB	CCDC115
SREBF2	CCDC115
INTS13	CCDC115
EGR1	CCDC115
YY1	CCDC115
SPI1	IMP4
LDB1	IMP4
SMC1A	IMP4
SPI1	PTPN18
SREBF2	PTPN18
LDB1	PTPN18
INTS13	PTPN18
CTCF	PTPN18
RAD21	PTPN18
SMC1A	PTPN18
CEBPB	PTPN18
NR3C1	PTPN18
SPI1	FAM168B
SP140	FAM168B
SREBF2	FAM168B
INTS13	FAM168B
CEBPB	PLEKHB2
SREBF2	PLEKHB2
SPI1	PLEKHB2
ATF2	PLEKHB2
LDB1	PLEKHB2
MAF	PLEKHB2
RAD21	PLEKHB2
CTCF	PLEKHB2
SMC1A	PLEKHB2
CTCF	MZT2A
SPI1	C2orf27A
CEBPB	C2orf27A
SREBF2	C2orf27A
SMC1A	C2orf27A
LDB1	C2orf27A
EGR1	C2orf27A
RAD21	C2orf27A
CTCF	C2orf27A
NR3C1	C2orf27A
MAF	C2orf27A
RAD21	MGAT5
CTCF	MGAT5
SMC1A	MGAT5
CEBPB	MGAT5
SPI1	MGAT5
MAF	MGAT5
NR3C1	MGAT5
NAB2	MGAT5
INTS13	MGAT5
SREBF2	MGAT5
ATF2	MGAT5
LDB1	MGAT5
SPI1	CCNT2-AS1
SMC1A	CCNT2-AS1
RAD21	CCNT2-AS1
CTCF	CCNT2-AS1
CEBPB	CCNT2-AS1
SREBF2	CCNT2-AS1
INTS13	CCNT2-AS1
EGR1	CCNT2-AS1
LDB1	CCNT2-AS1
ATF2	CCNT2
SPI1	CCNT2
INTS13	CCNT2
YY1	CCNT2
CEBPB	CCNT2
SREBF2	CCNT2
SMC1A	CCNT2
LDB1	CCNT2
CREBBP	CCNT2
CTCF	RAB3GAP1
RAD21	RAB3GAP1
SMC1A	RAB3GAP1
SPI1	RAB3GAP1
SREBF2	RAB3GAP1
YY1	RAB3GAP1
CEBPB	RAB3GAP1
SPI1	ZRANB3
RAD21	ZRANB3
CTCF	ZRANB3
SMC1A	ZRANB3
SREBF2	ZRANB3
CEBPB	ZRANB3
EGR1	ZRANB3
LDB1	ZRANB3
SPI1	R3HDM1
SP140	R3HDM1
SMC1A	R3HDM1
MAF	R3HDM1
CEBPB	R3HDM1
RAD21	R3HDM1
CEBPB	UBXN4
SMC1A	UBXN4
RAD21	UBXN4
CTCF	UBXN4
SPI1	UBXN4
LDB1	UBXN4
SREBF2	UBXN4
EGR1	UBXN4
SP140	UBXN4
SREBF2	MCM6
SPI1	MCM6
LDB1	MCM6
ATF2	MCM6
GFP	MCM6
SMC1A	MCM6
RAD21	MCM6
CTCF	MCM6
SPI1	HNMT
SMC1A	HNMT
RAD21	HNMT
CTCF	HNMT
SREBF2	HNMT
CEBPB	HNMT
CREBBP	HNMT
LDB1	HNMT
INTS13	HNMT
EGR1	HNMT
MAF	HNMT
YY1	HNMT
SPI1	SPOPL
SMC1A	SPOPL
RAD21	SPOPL
CTCF	SPOPL
MAF	SPOPL
CEBPB	SPOPL
INTS13	SPOPL
ATF2	SPOPL
SREBF2	SPOPL
CREBBP	SPOPL
SPI1	KYNU
SMC1A	KYNU
CEBPB	KYNU
MAF	KYNU
RAD21	KYNU
CTCF	KYNU
NR3C1	KYNU
SREBF2	KYNU
CREBBP	KYNU
EGR1	KYNU
SPI1	ARHGAP15
SMC1A	ARHGAP15
SP140	ARHGAP15
CEBPB	ARHGAP15
SREBF2	ARHGAP15
